<DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
240119 160000 274.5400000 274.5800000 273.5500000 273.7700000 4654660
240119 163000 273.7700000 274.4400000 273.7200000 274.3800000 997530
240119 170000 274.3700000 274.7500000 274.3000000 274.7500000 741330
240119 173000 274.7500000 274.9400000 274.3700000 274.8300000 878000
240119 180000 274.8100000 274.9500000 274.1700000 274.6600000 1476770
240119 183000 274.6900000 275.2900000 274.5300000 275.2900000 1974270
240119 190000 275.0200000 275.2300000 274.8100000 274.8100000 408980
240119 193000 274.8100000 275.0000000 274.7300000 274.9200000 214480
240119 200000 274.9200000 274.9800000 274.7800000 274.8900000 143660
240119 203000 274.8600000 274.9000000 274.7900000 274.8000000 117670
240119 210000 274.8000000 274.8000000 274.4900000 274.6100000 344690
240119 213000 274.6100000 274.7500000 274.5300000 274.7500000 164970
240119 220000 274.7500000 275.0500000 274.6400000 274.9000000 410290
240119 223000 274.9000000 274.9000000 274.8000000 274.8500000 134650
240119 230000 274.8700000 274.9000000 274.7000000 274.8900000 217980
240119 233000 274.8700000 275.0100000 274.6900000 274.8600000 419440
240122 100000 274.8900000 275.1900000 273.8500000 274.4100000 1972490
240122 103000 274.4200000 274.8000000 274.0100000 274.2000000 1225560
240122 110000 274.2000000 275.7000000 274.1900000 275.4400000 2106990
240122 113000 275.4400000 275.5100000 274.9900000 275.2900000 788300
240122 120000 275.2900000 275.6800000 274.6800000 275.3100000 1033700
240122 123000 275.3100000 275.5800000 275.0600000 275.5500000 338240
240122 130000 275.5600000 275.6700000 274.8000000 275.0000000 835000
240122 133000 275.0200000 275.2200000 274.7500000 274.9900000 406700
240122 140000 274.9900000 275.0000000 274.8300000 275.0000000 290230
240122 143000 275.0000000 275.1900000 274.7500000 275.1800000 356020
240122 150000 275.1900000 275.5800000 275.1100000 275.5600000 618620
240122 153000 275.5100000 275.8800000 275.3800000 275.7000000 705970
240122 160000 275.6800000 275.9000000 275.5500000 275.5600000 398650
240122 163000 275.5600000 275.6400000 275.0900000 275.1500000 350720
240122 170000 275.1500000 275.2500000 274.9500000 275.1700000 351520
240122 173000 275.1700000 275.5700000 275.1000000 275.4000000 281260
240122 180000 275.4200000 275.5700000 275.3600000 275.4800000 166750
240122 183000 275.4700000 275.5900000 275.0100000 275.0100000 857120
240122 190000 275.1000000 275.3600000 274.9500000 275.1600000 384940
240122 193000 275.1800000 275.2000000 274.9300000 274.9400000 211450
240122 200000 274.9600000 275.0500000 274.9300000 275.0000000 170100
240122 203000 275.0000000 275.0800000 274.9800000 275.0100000 167810
240122 210000 275.0100000 275.0100000 274.9800000 275.0100000 89140
240122 213000 275.0000000 275.1300000 274.9800000 275.1100000 173660
240122 220000 275.1200000 275.2600000 274.9800000 275.0300000 146160
240122 223000 275.0800000 275.0900000 274.7500000 274.9100000 331950
240122 230000 274.9100000 274.9600000 274.7100000 274.8200000 167170
240122 233000 274.8200000 274.9500000 274.7200000 274.9300000 124410
240123 100000 274.6900000 275.3300000 274.3100000 275.2100000 1466830
240123 103000 275.2300000 275.2900000 274.7000000 274.9000000 844750
240123 110000 274.9100000 277.1400000 274.8200000 276.7100000 4453420
240123 113000 276.7100000 277.1900000 276.4200000 276.7000000 1889160
240123 120000 276.7100000 277.1000000 276.5700000 276.8600000 1167030
240123 123000 276.8500000 276.9000000 276.7600000 276.8300000 595630
240123 130000 276.8300000 276.8500000 276.1400000 276.3600000 937680
240123 133000 276.3600000 276.4800000 275.9600000 276.1200000 931980
240123 140000 276.1300000 276.7500000 275.8100000 276.6800000 610310
240123 143000 276.6800000 276.8400000 276.3100000 276.4100000 550760
240123 150000 276.4500000 276.6200000 276.2100000 276.4400000 373000
240123 153000 276.4300000 276.7600000 276.3700000 276.4600000 196240
240123 160000 276.4700000 276.9200000 276.4000000 276.7700000 524530
240123 163000 276.7600000 276.8600000 276.5000000 276.6800000 469790
240123 170000 276.6300000 277.0000000 276.3900000 276.9800000 711870
240123 173000 276.9800000 277.2600000 276.6300000 276.7700000 1347430
240123 180000 276.7700000 276.7700000 276.4000000 276.5400000 395650
240123 183000 276.5500000 276.5600000 276.0000000 276.0000000 714130
240123 190000 276.0000000 276.2200000 275.1000000 276.0100000 828290
240123 193000 276.0200000 276.2000000 275.8500000 276.0000000 288820
240123 200000 276.0500000 276.1000000 275.8800000 276.0200000 84520
